
Date,Amount,Category,Subcategory,Payment Method,Description,Ref/Check No,Payee/Payer,Status,Receipt Picture,Account,Tag,Tax,Quantity,Split Total,Row Id,Type Id
2018-07-23,-31,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,602,
2018-07-23,-40,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,603,
2018-07-23,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,604,
2018-07-23,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,605,
2018-07-24,-31,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,601,
2018-07-24,-50,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,606,
2018-07-24,-325,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,607,
2018-07-24,-15,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,608,
2018-07-24,-14,Personal,Personal Care,Cash,,,paste,Cleared,,Personal Expense,,,1 PCS,,609,
2018-07-25,-20,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,610,
2018-07-25,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,611,
2018-07-25,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,612,
2018-07-26,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,613,
2018-07-26,-25,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,614,
2018-07-26,-410,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,615,
2018-07-26,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,616,
2018-07-26,-60,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,617,
2018-07-27,-20,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,618,
2018-07-27,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,619,
2018-07-27,-40,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,620,
2018-07-27,-10,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,621,
2018-07-27,-59,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,622,
2018-07-28,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,623,
2018-07-28,-55,Household,Miscellaneous Household Items,Cash,,,home stationary,Cleared,,Personal Expense,,,1 PCS,,624,
2018-07-28,-150,Automobile,Fuel,Cash,,,bike fuel,Cleared,,Personal Expense,,,1 PCS,,625,
2018-07-28,-1500,Health Care,Medical,Cash,,,shafi dental,Cleared,,Personal Expense,,,1 PCS,,626,
2018-07-28,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,627,
2018-07-28,-60,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,628,
2018-07-28,-250,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,629,
2018-07-28,-220,Household,Miscellaneous Household Items,Cash,,,chicken,Cleared,,Personal Expense,,,1 PCS,,630,
2018-07-28,-11,Health Care,Medical,Cash,,,shafi medicine,Cleared,,Personal Expense,,,1 PCS,,631,
2018-07-28,-20,Family,Other,Cash,,,shiza zaba,Cleared,,Personal Expense,,,1 PCS,,632,
2018-07-29,-150,Family,Other,Cash,,,afi fruits,Cleared,,Personal Expense,,,1 PCS,,635,
2018-07-29,-360,Food,Snack,Debit,,,afi and me burger,Cleared,,Personal Expense,,,1 PCS,,636,
2018-07-29,-15,Food,mine,Cash,,,water,Uncleared,,Personal Expense,,,1 PCS,,637,
2018-07-29,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,638,
2018-07-29,10998.00,Income,,Debit,,,mismatch,Uncleared,,Personal Expense,,,1 PCS,,633,
2018-07-29,-50,Health Care,Medical,Cash,,,shafi medicine,Cleared,,Personal Expense,,,1 PCS,,640,
2018-07-29,-200,Family,Other,Debit,,,muthu,Cleared,,Personal Expense,,,1 PCS,,641,
2018-07-29,-1000,Family,wife,Cash,,,afi dress aunty,Uncleared,,Personal Expense,,,1 PCS,,642,
2018-07-29,-399,Family,recharge,Debit,,,recharge umma,Cleared,,Personal Expense,,,1 PCS,,643,
2018-07-30,-70,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,634,
2018-07-30,-40,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,639,
2018-07-30,-20,Travel,Bus,Cash,,,bus,Uncleared,,Personal Expense,,,1 PCS,,644,
2018-07-31,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,645,
2018-07-31,-50,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,646,
2018-07-31,-70,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,647,
2018-07-31,-358,Family,wife,Cash,,,afi watch,Cleared,,Personal Expense,,,1 PCS,,648,
2018-08-01,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,652,
2018-08-01,-20,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,653,
2018-08-01,-85,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,654,
2018-08-02,-100,Food,mine,Cash,,,dinner,Uncleared,,Personal Expense,,,1 PCS,,657,
2018-08-02,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,649,
2018-08-02,-20,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,650,
2018-08-02,-413,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,651,
2018-08-02,-2000,help,helping,Debit,,,help,Cleared,,Personal Expense,,,1 PCS,,655,
2018-08-02,-117,Personal,Personal Care,Debit,,,website,Uncleared,,Personal Expense,,,1 PCS,,656,
2018-08-03,-285,Family,Other,Cash,,,nidha watch,Cleared,,Personal Expense,,,1 PCS,,658,
2018-08-03,-50,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,659,
2018-08-03,-40,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,660,
2018-08-03,-35,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,661,
2018-08-03,-85,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,662,
2018-08-04,-170,Household,Home Maintenance,Cash,,,valham,Uncleared,,Personal Expense,,,1 PCS,,669,
2018-08-04,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,663,
2018-08-04,-160,Family,Other,Debit,,,uppa charger,Cleared,,Personal Expense,,,1 PCS,,664,
2018-08-04,-150,Health Care,Medical,Cash,,,shafi checkup,Uncleared,,Personal Expense,,,1 PCS,,665,
2018-08-04,-130,Health Care,Medical,Cash,,,shafi checkup,Cleared,,Personal Expense,,,1 PCS,,666,
2018-08-04,-210,Health Care,Medical,Cash,,,shafi checkup,Cleared,,Personal Expense,,,1 PCS,,667,
2018-08-04,-2000,Food,Snack,Debit,,,afi and me chicking,Cleared,,Personal Expense,,,1 PCS,,668,
2018-08-05,-140,Household,Miscellaneous Household Items,Cash,,,stationary home,Cleared,,Personal Expense,,,1 PCS,,670,
2018-08-05,-360,Family,Other,Cash,,,nuts,Cleared,,Personal Expense,,,1 PCS,,671,
2018-08-05,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,672,
2018-08-05,-15,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,673,
2018-08-06,-60,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,674,
2018-08-06,-325,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,675,
2018-08-06,-20,Travel,Bus,Cash,,,bus,Uncleared,,Personal Expense,,,1 PCS,,676,
2018-08-06,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,677,
2018-08-07,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,679,
2018-08-07,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,680,
2018-08-08,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,678,
2018-08-08,-40,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,681,
2018-08-09,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,682,
2018-08-09,-143,Personal,Gift,Cash,,,veera gift,Cleared,,Personal Expense,,,1 PCS,,683,
2018-08-09,-59,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,684,
2018-08-09,-30,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,685,
2018-08-09,-50,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,686,
2018-08-09,-435,Family,Child Care,Cash,,,amish oil,Cleared,,Personal Expense,,,1 PCS,,687,
2018-08-10,-15,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,694,
2018-08-10,-155,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,695,
2018-08-10,67000,Income,,Debit,,,salary,Cleared,,Personal Expense,,,1 PCS,,688,
2018-08-10,-1700,Family,wife,Cash,,,afi dress,Uncleared,,Personal Expense,,,1 PCS,,689,
2018-08-10,-20000,Loans,Other,Cash,,,kadam aliyan,Cleared,,Personal Expense,,,1 PCS,,690,
2018-08-10,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,691,
2018-08-10,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,692,
2018-08-10,-80,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,693,
2018-08-11,-70,Automobile,Fuel,Cash,,,bike fuel,Cleared,,Personal Expense,,,1 PCS,,704,
2018-08-11,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,696,
2018-08-11,-400,Automobile,Fuel,Cash,,,k10,Cleared,,Personal Expense,,,1 PCS,,697,
2018-08-11,-55,Family,wife,Cash,,,afi dress,Cleared,,Personal Expense,,,1 PCS,,698,
2018-08-11,-860,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,699,
2018-08-11,-100,Family,Other,Cash,,,afi servant,Cleared,,Personal Expense,,,1 PCS,,700,
2018-08-11,-20,Family,Other,Cash,,,afi sisters gift,Cleared,,Personal Expense,,,1 PCS,,701,
2018-08-11,-1000,Family,dress,Debit,,,molty umma dress,Cleared,,Personal Expense,,,1 PCS,,754,
2018-08-11,-60,Family,Other,Cash,,,cake,Cleared,,Personal Expense,,,1 PCS,,702,
2018-08-11,-2400,Family,wife,Cash,,,afi dress,Cleared,,Personal Expense,,,1 PCS,,703,
2018-08-12,-15,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,705,
2018-08-13,-75,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,706,
2018-08-13,-4000,Personal,Other,Cash,,,hostel rent,Cleared,,Personal Expense,,,1 PCS,,707,
2018-08-13,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,708,
2018-08-13,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,709,
2018-08-14,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,710,
2018-08-14,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,711,
2018-08-14,-3000,help,helping,Debit,,,help kerala,Cleared,,Personal Expense,,,1 PCS,,712,
2018-08-14,-30,Family,Other,Cash,,,photocopy,Cleared,,Personal Expense,,,1 PCS,,713,
2018-08-14,-33,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,714,
2018-08-14,-250,Health Care,Medical,Cash,,,cmh Dr,Cleared,,Personal Expense,,,1 PCS,,715,
2018-08-14,-660,Health Care,Medical,Cash,,,shafi medicine,Cleared,,Personal Expense,,,1 PCS,,716,
2018-08-14,-27,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,717,
2018-08-15,-75,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,718,
2018-08-15,-55,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,719,
2018-08-15,-4000,Health Care,Medical,Cash,,,mri,Cleared,,Personal Expense,,,1 PCS,,721,
2018-08-16,-60,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,720,
2018-08-16,-100,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,722,
2018-08-16,-200,Health Care,Medical,Cash,,,shafi checkup,Cleared,,Personal Expense,,,1 PCS,,723,
2018-08-16,-120,Health Care,Medical,Cash,,,shafi medicine,Cleared,,Personal Expense,,,1 PCS,,724,
2018-08-16,-70,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,725,
2018-08-16,-20,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,726,
2018-08-17,-50,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,728,
2018-08-18,-30,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,738,
2018-08-18,-70,Personal,Personal Care,Cash,,,Barbour,Cleared,,Personal Expense,,,1 PCS,,730,
2018-08-18,-410,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,731,
2018-08-18,-34,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,732,
2018-08-18,-20,Health Care,Medical,Cash,,,shafi medicine,Cleared,,Personal Expense,,,1 PCS,,733,
2018-08-18,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,734,
2018-08-18,-61,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,735,
2018-08-18,-1123,Health Care,Medical,Cash,,,shafi medicine,Cleared,,Personal Expense,,,1 PCS,,736,
2018-08-18,-33,Personal,Personal Care,Cash,,,soap,Cleared,,Personal Expense,,,1 PCS,,737,
2018-08-19,-410,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,739,
2018-08-19,-100,help,helping,Debit,,,help kerala,Cleared,,Personal Expense,,,1 PCS,,740,
2018-08-19,-130,Travel,autoriksha,Cash,,,auto,Uncleared,,Personal Expense,,,1 PCS,,741,
2018-08-19,-70,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,742,
2018-08-20,-100,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,743,
2018-08-20,-150,Health Care,Medical,Cash,,,doctor yousuf nazar,Cleared,,Personal Expense,,,1 PCS,,744,
2018-08-22,-250,Health Care,Medical,Cash,,,shafi medicine,Cleared,,Personal Expense,,,1 PCS,,746,
2018-08-23,-300,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,748,
2018-08-23,-350,Family,Other,Cash,,,afi red Velvet,Cleared,,Personal Expense,,,1 PCS,,745,
2018-08-24,-70,Family,Other,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,749,
2018-08-24,-70,Uncategorized,,Cash,,,Costco,Cleared,,Personal Expense,,,1 PCS,,750,
2018-08-24,-20,Family,recharge,Cash,,,recharge afsad,Cleared,,Personal Expense,,,1 PCS,,747,
2018-08-25,-10000,Family,gift,Debit,,,uppa,Cleared,,Personal Expense,,,1 PCS,,751,
2018-08-27,-1700,Health Care,Medical,Cash,,,blood test,Uncleared,,Personal Expense,,,1 PCS,,752,
2018-08-27,-268,Personal,Other,Cash,,,transfer processing fee,Cleared,,Personal Expense,,,1 PCS,,753,
2018-08-29,-1500,Personal,Clothing,Cash,,,shirt,Cleared,,Personal Expense,,,1 PCS,,755,
2018-08-31,-370,Family,Other,Cash,,,salu fruits,Cleared,,Personal Expense,,,1 PCS,,756,
2018-08-31,-220,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,757,
2018-08-31,-220,Family,Other,Cash,,,afi fruits,Cleared,,Personal Expense,,,1 PCS,,760,
2018-08-31,-830,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,775,
2018-09-01,-300,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,758,
2018-09-01,-500,Family,wife,Cash,,,afi get-together,Cleared,,Personal Expense,,,1 PCS,,759,
2018-09-01,-10,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,761,
2018-09-02,-200,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,766,
2018-09-03,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,762,
2018-09-03,-20,Family,Other,Cash,,,lubi watch,Cleared,,Personal Expense,,,1 PCS,,763,
2018-09-03,-105,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,764,
2018-09-03,-250,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,765,
2018-09-03,-80,Family,Other,Cash,,,nihal fish,Cleared,,Personal Expense,,,1 PCS,,767,
2018-09-03,-22,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,768,
2018-09-04,-80,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,771,
2018-09-04,-50,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,772,
2018-09-04,-50,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,773,
2018-09-04,-100,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,769,
2018-09-04,-20,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,770,
2018-09-05,-30,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,776,
2018-09-05,-25,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,777,
2018-09-05,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,778,
2018-09-05,-30,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,779,
2018-09-05,-40,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,780,
2018-09-06,-10,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,781,
2018-09-06,-45,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,782,
2018-09-06,-55,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,783,
2018-09-06,-399,Family,wife,Cash,,,afi recharge,Cleared,,Personal Expense,,,1 PCS,,784,
2018-09-06,-10,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,785,
2018-09-07,-20,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,786,
2018-09-07,-32,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,787,
2018-09-07,67000,Income,,Debit,,,salary,Cleared,,Personal Expense,,,1 PCS,,805,
2018-09-07,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,788,
2018-09-07,-50,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,789,
2018-09-08,-25,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,790,
2018-09-08,-37,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,791,
2018-09-08,-53,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,792,
2018-09-08,-20,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,793,
2018-09-08,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,794,
2018-09-09,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,795,
2018-09-09,-230,Personal,Other,Cash,,,film ticket,Cleared,,Personal Expense,,,1 PCS,,796,
2018-09-09,-50,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,797,
2018-09-09,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,798,
2018-09-09,-60,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,799,
2018-09-09,-40,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,800,
2018-09-10,-20,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,801,
2018-09-10,-62,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,802,
2018-09-10,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,803,
2018-09-10,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,804,
2018-09-11,-20,Food,mine,Cash,,,breakfast,Uncleared,,Personal Expense,,,1 PCS,,806,
2018-09-11,-32,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,807,
2018-09-11,-415,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,808,
2018-09-11,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,809,
2018-09-11,-20,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,810,
2018-09-11,-50,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,811,
2018-09-11,-4500,Personal,Other,Cash,,,hostel rent,Cleared,,Personal Expense,,,1 PCS,,812,
2018-09-12,-10,help,helping,Debit,,,help,Cleared,,Personal Expense,,,1 PCS,,820,
2018-09-12,-115,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,813,
2018-09-12,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,814,
2018-09-12,-85,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,815,
2018-09-13,-200,Health Care,Medical,Cash,,,amish checkup,Cleared,,Personal Expense,,,1 PCS,,817,
2018-09-13,-350,Family,wife,Cash,,,afi ornaments,Cleared,,Personal Expense,,,1 PCS,,818,
2018-09-13,-100,Household,Miscellaneous Household Items,Cash,,,fruits home,Cleared,,Personal Expense,,,1 PCS,,819,
2018-09-13,-800,Automobile,Fuel,Cash,,,car fuel,Uncleared,,Personal Expense,,,1 PCS,,821,
2018-09-13,-70,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,822,
2018-09-13,-200,Health Care,Medical,Cash,,,shafi medicine,Cleared,,Personal Expense,,,1 PCS,,823,
2018-09-14,-14000,Family,gift,Debit,,,uppa,Cleared,,Personal Expense,,,1 PCS,,824,
2018-09-14,-300,Automobile,Fuel,Cash,,,car fuel,Uncleared,,Personal Expense,,,1 PCS,,825,
2018-09-14,-150,Family,Tour,Cash,,,koottayi trip,Cleared,,Personal Expense,,,1 PCS,,826,
2018-09-15,-1950,Family,wife,Cash,,,afi dress,Cleared,,Personal Expense,,,1 PCS,,827,
2018-09-15,-220,Food,Snack,Debit,,,afi and me mint lime,Cleared,,Personal Expense,,,1 PCS,,828,
2018-09-17,-332,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,830,
2018-09-17,-3000,Automobile,Maintenance,Cash,,,k10,Cleared,,Personal Expense,,,1 PCS,,831,
2018-09-17,-200,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,832,
2018-09-17,-15,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,833,
2018-09-17,-300,Personal,Clothing,Cash,,,dress shaping,Cleared,,Personal Expense,,,1 PCS,,834,
2018-09-18,-56,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,835,
2018-09-18,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,840,
2018-09-18,-70,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,841,
2018-09-18,-46,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,836,
2018-09-18,-10,help,helping,Debit,,,help,Cleared,,Personal Expense,,,1 PCS,,837,
2018-09-18,-25,Food,mine,Cash,,,breakfast,Uncleared,,Personal Expense,,,1 PCS,,838,
2018-09-18,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,839,
2018-09-19,-25,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,844,
2018-09-19,-20,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,845,
2018-09-19,-50,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,846,
2018-09-19,-35,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,847,
2018-09-20,-77,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,851,
2018-09-20,-20,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,842,
2018-09-20,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,843,
2018-09-20,-34,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,848,
2018-09-20,-40,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,849,
2018-09-20,-110,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,850,
2018-09-21,-50,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,861,
2018-09-21,-10,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,862,
2018-09-21,-45,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,852,
2018-09-21,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,853,
2018-09-21,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,854,
2018-09-21,-40,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,855,
2018-09-21,-50,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,856,
2018-09-21,-155,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,858,
2018-09-21,-18,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,859,
2018-09-21,-8,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,860,
2018-09-22,-200,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,868,
2018-09-22,-1590,Family,Food,Debit,,,anniversary treat burger,Cleared,,Personal Expense,,,1 PCS,,869,
2018-09-22,-280,Family,Food,Debit,,,anniversary treat home,Uncleared,,Personal Expense,,,1 PCS,,870,
2018-09-22,-750,Family,Food,Debit,,,anniversary treat  cake,Uncleared,,Personal Expense,,,1 PCS,,871,
2018-09-22,-140,Family,Food,Cash,,,cake,Uncleared,,Personal Expense,,,1 PCS,,872,
2018-09-22,-450,Automobile,Fuel,Cash,,,car alignment,Cleared,,Personal Expense,,,1 PCS,,873,
2018-09-22,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,874,
